,TF,Accuracy,AUROC,AUPR,Model
0,TARDBP,0.9752270579338074,0.9924628138542175,0.9915805459022522,LAMAR Layer5 CNN
1,TARDBP,0.9706853628158569,0.9942495822906494,0.9942551255226135,LAMAR Layer5 CNN
2,TARDBP,0.9686209559440613,0.9942660331726074,0.994899570941925,LAMAR Layer5 CNN
3,TARDBP,0.9715111255645752,0.9934249520301819,0.9938445091247559,LAMAR Layer5 CNN
4,TARDBP,0.9731626510620117,0.9940767288208008,0.9943541288375854,LAMAR Layer5 CNN
5,SF3B4,0.944461464881897,0.9855071902275085,0.9848657250404358,LAMAR Layer5 CNN
6,SF3B4,0.9452264308929443,0.9859187602996826,0.9852348566055298,LAMAR Layer5 CNN
7,SF3B4,0.9410954713821411,0.9845103025436401,0.9835665225982666,LAMAR Layer5 CNN
8,SF3B4,0.9400244951248169,0.9857230186462402,0.9856746196746826,LAMAR Layer5 CNN
9,SF3B4,0.941401481628418,0.9863005876541138,0.9858282208442688,LAMAR Layer5 CNN
10,PUM2,0.8903447985649109,0.9599250555038452,0.9558017253875732,LAMAR Layer5 CNN
11,PUM2,0.884482741355896,0.9556102156639099,0.9526733160018921,LAMAR Layer5 CNN
12,PUM2,0.8668965697288513,0.9466577768325806,0.9431755542755127,LAMAR Layer5 CNN
13,PUM2,0.8768965601921082,0.9523205757141113,0.9475958943367004,LAMAR Layer5 CNN
14,PUM2,0.8724138140678406,0.9479607939720154,0.9432692527770996,LAMAR Layer5 CNN
15,PTBP1,0.9493358135223389,0.9892972111701965,0.9911308288574219,LAMAR Layer5 CNN
16,PTBP1,0.9518072009086609,0.9904530048370361,0.991620659828186,LAMAR Layer5 CNN
17,PTBP1,0.9468643665313721,0.9892712235450745,0.9907443523406982,LAMAR Layer5 CNN
18,PTBP1,0.9493358135223389,0.9890884160995483,0.9898161292076111,LAMAR Layer5 CNN
19,PTBP1,0.9548965096473694,0.9891406893730164,0.9903803467750549,LAMAR Layer5 CNN
20,HNRNPK,0.952006995677948,0.9866396188735962,0.9830228090286255,LAMAR Layer5 CNN
21,HNRNPK,0.9528796076774597,0.9834582209587097,0.979417085647583,LAMAR Layer5 CNN
22,HNRNPK,0.952006995677948,0.9852705001831055,0.9851255416870117,LAMAR Layer5 CNN
23,HNRNPK,0.9581151604652405,0.9862024784088135,0.981185793876648,LAMAR Layer5 CNN
24,HNRNPK,0.9563699960708618,0.9821364283561707,0.9778927564620972,LAMAR Layer5 CNN
25,U2AF1,0.8854166865348816,0.9569674134254456,0.9578083157539368,LAMAR Layer5 CNN
26,U2AF1,0.9017857313156128,0.9596630334854126,0.9627695679664612,LAMAR Layer5 CNN
27,U2AF1,0.898809552192688,0.955247163772583,0.9551495313644409,LAMAR Layer5 CNN
28,U2AF1,0.886904776096344,0.9554511308670044,0.957569420337677,LAMAR Layer5 CNN
29,U2AF1,0.8764880895614624,0.9560719132423401,0.960861086845398,LAMAR Layer5 CNN
30,TIA1,0.8751035928726196,0.9464795589447021,0.9426605701446533,LAMAR Layer5 CNN
31,TIA1,0.8662614226341248,0.9417804479598999,0.9386848211288452,LAMAR Layer5 CNN
32,TIA1,0.8709588050842285,0.9440901279449463,0.941213071346283,LAMAR Layer5 CNN
33,TIA1,0.8742746710777283,0.9448517560958862,0.9419640302658081,LAMAR Layer5 CNN
34,TIA1,0.8665376901626587,0.9441024661064148,0.9410321712493896,LAMAR Layer5 CNN
35,RBFOX2,0.8825166821479797,0.9535154104232788,0.9441736340522766,LAMAR Layer5 CNN
36,RBFOX2,0.8864142298698425,0.9532490968704224,0.9461253881454468,LAMAR Layer5 CNN
37,RBFOX2,0.8864142298698425,0.955272376537323,0.9492480158805847,LAMAR Layer5 CNN
38,RBFOX2,0.8858574628829956,0.9539733529090881,0.9473057389259338,LAMAR Layer5 CNN
39,RBFOX2,0.8864142298698425,0.9552034735679626,0.9479271769523621,LAMAR Layer5 CNN
40,SRSF1,0.9115930199623108,0.9664177298545837,0.9557721614837646,LAMAR Layer5 CNN
41,SRSF1,0.9165971875190735,0.9655763506889343,0.9516103267669678,LAMAR Layer5 CNN
42,SRSF1,0.9140951037406921,0.9549838900566101,0.9374325275421143,LAMAR Layer5 CNN
43,SRSF1,0.9241034388542175,0.9602361917495728,0.946701169013977,LAMAR Layer5 CNN
44,SRSF1,0.9157631397247314,0.962378740310669,0.9535640478134155,LAMAR Layer5 CNN
45,QKI,0.9342105388641357,0.9778140783309937,0.9780222177505493,LAMAR Layer5 CNN
46,QKI,0.9378654956817627,0.9783248901367188,0.9806732535362244,LAMAR Layer5 CNN
47,QKI,0.9356725215911865,0.9787023663520813,0.97660893201828,LAMAR Layer5 CNN
48,QKI,0.9312865734100342,0.9789063930511475,0.9788972735404968,LAMAR Layer5 CNN
49,QKI,0.9444444179534912,0.9788112640380859,0.977881669998169,LAMAR Layer5 CNN
