,TF,Accuracy,AUROC,AUPR,Model
0,TARDBP,0.9752270579338074,0.993354856967926,0.9942947626113892,LAMAR Layer11 CNN
1,TARDBP,0.9710982441902161,0.9939337968826294,0.9941627979278564,LAMAR Layer11 CNN
2,TARDBP,0.9731626510620117,0.9936190247535706,0.9940662384033203,LAMAR Layer11 CNN
3,TARDBP,0.9731626510620117,0.9937653541564941,0.99535071849823,LAMAR Layer11 CNN
4,TARDBP,0.9698596000671387,0.9920202493667603,0.992929995059967,LAMAR Layer11 CNN
5,SF3B4,0.9361994862556458,0.9831029176712036,0.9837032556533813,LAMAR Layer11 CNN
6,SF3B4,0.9381884932518005,0.9841203093528748,0.9849642515182495,LAMAR Layer11 CNN
7,SF3B4,0.9371175169944763,0.9839841723442078,0.9845658540725708,LAMAR Layer11 CNN
8,SF3B4,0.9375764727592468,0.9843416810035706,0.9848477840423584,LAMAR Layer11 CNN
9,SF3B4,0.9357405304908752,0.9850836396217346,0.9855812788009644,LAMAR Layer11 CNN
10,PUM2,0.9055172204971313,0.9693772196769714,0.9697184562683105,LAMAR Layer11 CNN
11,PUM2,0.9127586483955383,0.9697843790054321,0.9699325561523438,LAMAR Layer11 CNN
12,PUM2,0.908275842666626,0.9691987037658691,0.9703299403190613,LAMAR Layer11 CNN
13,PUM2,0.8986206650733948,0.9659425020217896,0.9660876393318176,LAMAR Layer11 CNN
14,PUM2,0.9034482836723328,0.9671716690063477,0.9669041633605957,LAMAR Layer11 CNN
15,PTBP1,0.9518072009086609,0.9906938672065735,0.9917653799057007,LAMAR Layer11 CNN
16,PTBP1,0.9372876286506653,0.985720157623291,0.9874764084815979,LAMAR Layer11 CNN
17,PTBP1,0.949026882648468,0.9894956946372986,0.9907841682434082,LAMAR Layer11 CNN
18,PTBP1,0.9477911591529846,0.9885739684104919,0.988986611366272,LAMAR Layer11 CNN
19,PTBP1,0.9502626061439514,0.9899032115936279,0.9903080463409424,LAMAR Layer11 CNN
20,HNRNPK,0.9598603844642639,0.9882340431213379,0.9873050451278687,LAMAR Layer11 CNN
21,HNRNPK,0.9502617716789246,0.982923686504364,0.9780756235122681,LAMAR Layer11 CNN
22,HNRNPK,0.9546247720718384,0.9844328761100769,0.9791226387023926,LAMAR Layer11 CNN
23,HNRNPK,0.9511343836784363,0.9851548075675964,0.9802976846694946,LAMAR Layer11 CNN
24,HNRNPK,0.9546247720718384,0.9879720211029053,0.9869973063468933,LAMAR Layer11 CNN
25,U2AF1,0.8898809552192688,0.9646508097648621,0.9678465127944946,LAMAR Layer11 CNN
26,U2AF1,0.8928571343421936,0.9622966051101685,0.9702311754226685,LAMAR Layer11 CNN
27,U2AF1,0.90625,0.9634892344474792,0.9627748131752014,LAMAR Layer11 CNN
28,U2AF1,0.8898809552192688,0.9627843499183655,0.9686119556427002,LAMAR Layer11 CNN
29,U2AF1,0.886904776096344,0.9648593068122864,0.9707238674163818,LAMAR Layer11 CNN
30,TIA1,0.865985095500946,0.9488053917884827,0.9434152245521545,LAMAR Layer11 CNN
31,TIA1,0.8662614226341248,0.9474639892578125,0.9414404630661011,LAMAR Layer11 CNN
32,TIA1,0.8737220168113708,0.9496193528175354,0.9455278515815735,LAMAR Layer11 CNN
33,TIA1,0.8737220168113708,0.9476602673530579,0.9424659013748169,LAMAR Layer11 CNN
34,TIA1,0.8715114593505859,0.9460921287536621,0.9400299787521362,LAMAR Layer11 CNN
35,RBFOX2,0.8903117775917053,0.9607831835746765,0.9536079168319702,LAMAR Layer11 CNN
36,RBFOX2,0.9053452014923096,0.9621918797492981,0.955986499786377,LAMAR Layer11 CNN
37,RBFOX2,0.8969933390617371,0.9606051445007324,0.959402322769165,LAMAR Layer11 CNN
38,RBFOX2,0.9003340601921082,0.9628658890724182,0.9596394896507263,LAMAR Layer11 CNN
39,RBFOX2,0.8964365124702454,0.9604462385177612,0.9581300020217896,LAMAR Layer11 CNN
40,SRSF1,0.9199332594871521,0.9680183529853821,0.9581332802772522,LAMAR Layer11 CNN
41,SRSF1,0.9291076064109802,0.971981942653656,0.9673566818237305,LAMAR Layer11 CNN
42,SRSF1,0.9157631397247314,0.9697585105895996,0.9641456007957458,LAMAR Layer11 CNN
43,SRSF1,0.9274395108222961,0.9713593125343323,0.965604841709137,LAMAR Layer11 CNN
44,SRSF1,0.9291076064109802,0.9706472754478455,0.9618095755577087,LAMAR Layer11 CNN
45,QKI,0.9605262875556946,0.9867619276046753,0.9880442023277283,LAMAR Layer11 CNN
46,QKI,0.9649122953414917,0.9885340332984924,0.9892412424087524,LAMAR Layer11 CNN
47,QKI,0.942251443862915,0.9859614968299866,0.9876664876937866,LAMAR Layer11 CNN
48,QKI,0.9561403393745422,0.9854924082756042,0.9844629764556885,LAMAR Layer11 CNN
49,QKI,0.9539473652839661,0.9868732690811157,0.9869830012321472,LAMAR Layer11 CNN
